;id_station;nom_station_commune;nom_station;commune;espece;abreviation;nb_individus;,id_station,nom_station_commune,commune,espece,abreviation,nb_individus;;;;;;;;annee
2018;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Goujon;GOU;9;2018,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Goujon,GOU,9;;;;;;;;2018
2011;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Perche commune;PER;6;2011,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Perche commune,PER,6;;;;;;;;2011
2009;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Rotengle;ROT;14;2009,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Rotengle,ROT,14;;;;;;;;2009
2013;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Sandre;SAN;1;2013,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Sandre,SAN,1;;;;;;;;2013
2011;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Ablette;ABL;1;2011,id_station,Station numero 7 - NANTERRE,NANTERRE,Ablette,ABL,1;;;;;;;;2011
2019;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Barbeau fluviatile;BAF;1;2019,id_station,Station numero 7 - NANTERRE,NANTERRE,Barbeau fluviatile,BAF,1;;;;;;;;2019
2014;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Bouviere;BOU;2;2014,id_station,Station numero 7 - NANTERRE,NANTERRE,Bouviere,BOU,2;;;;;;;;2014
2017;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Bouviere;BOU;1;2017,id_station,Station numero 7 - NANTERRE,NANTERRE,Bouviere,BOU,1;;;;;;;;2017
2009;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chabot;CHA;42;2009,id_station,Station numero 7 - NANTERRE,NANTERRE,Chabot,CHA,42;;;;;;;;2009
2011;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chevesne;CHE;21;2011,id_station,Station numero 7 - NANTERRE,NANTERRE,Chevesne,CHE,21;;;;;;;;2011
2012;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chevesne;CHE;68;2012,id_station,Station numero 7 - NANTERRE,NANTERRE,Chevesne,CHE,68;;;;;;;;2012
2014;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chevesne;CHE;61;2014,id_station,Station numero 7 - NANTERRE,NANTERRE,Chevesne,CHE,61;;;;;;;;2014
2015;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chevesne;CHE;24;2015,id_station,Station numero 7 - NANTERRE,NANTERRE,Chevesne,CHE,24;;;;;;;;2015
2010;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Gardon;GAR;49;2010,id_station,Station numero 7 - NANTERRE,NANTERRE,Gardon,GAR,49;;;;;;;;2010
2013;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Gardon;GAR;2;2013,id_station,Station numero 7 - NANTERRE,NANTERRE,Gardon,GAR,2;;;;;;;;2013
2019;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Gardon;GAR;97;2019,id_station,Station numero 7 - NANTERRE,NANTERRE,Gardon,GAR,97;;;;;;;;2019
2015;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Goujon;GOU;11;2015,id_station,Station numero 7 - NANTERRE,NANTERRE,Goujon,GOU,11;;;;;;;;2015
2011;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Perche commune;PER;42;2011,id_station,Station numero 7 - NANTERRE,NANTERRE,Perche commune,PER,42;;;;;;;;2011
2014;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Perche commune;PER;1;2014,id_station,Station numero 7 - NANTERRE,NANTERRE,Perche commune,PER,1;;;;;;;;2014
2017;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Perche commune;PER;26;2017,id_station,Station numero 7 - NANTERRE,NANTERRE,Perche commune,PER,26;;;;;;;;2017
2009;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Perche soleil;PES;2;2009,id_station,Station numero 7 - NANTERRE,NANTERRE,Perche soleil,PES,2;;;;;;;;2009
2015;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Ablette;ABL;57;2015,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Ablette,ABL,57;;;;;;;;2015
2019;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Ablette;ABL;8;2019,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Ablette,ABL,8;;;;;;;;2019
2015;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Barbeau fluviatile;BAF;2;2015,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Barbeau fluviatile,BAF,2;;;;;;;;2015
2020;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Chabot;CHA;5;2020,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Chabot,CHA,5;;;;;;;;2020
2018;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Chevesne;CHE;1;2018,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Chevesne,CHE,1;;;;;;;;2018
2016;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Gardon;GAR;3;2016,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Gardon,GAR,3;;;;;;;;2016
2020;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Gardon;GAR;56;2020,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Gardon,GAR,56;;;;;;;;2020
2019;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Perche commune;PER;1;2019,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Perche commune,PER,1;;;;;;;;2019
2020;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Perche commune;PER;1;2020,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Perche commune,PER,1;;;;;;;;2020
2015;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Vandoise;VAN;5;2015,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Vandoise,VAN,5;;;;;;;;2015
2018;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Vandoise;VAN;1;2018,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Vandoise,VAN,1;;;;;;;;2018
2019;id_station;Station numero 6bis - NANTERRE;Station numero 6bis;NANTERRE;Barbeau fluviatile;BAF;1;2019,id_station,Station numero 6bis - NANTERRE,NANTERRE,Barbeau fluviatile,BAF,1;;;;;;;;2019
2019;id_station;Station numero 6bis - NANTERRE;Station numero 6bis;NANTERRE;Bouviere;BOU;2;2019,id_station,Station numero 6bis - NANTERRE,NANTERRE,Bouviere,BOU,2;;;;;;;;2019
2020;id_station;Station numero 6bis - NANTERRE;Station numero 6bis;NANTERRE;Chabot;CHA;2;2020,id_station,Station numero 6bis - NANTERRE,NANTERRE,Chabot,CHA,2;;;;;;;;2020
2018;id_station;Station numero 6bis - NANTERRE;Station numero 6bis;NANTERRE;Chevesne;CHE;7;2018,id_station,Station numero 6bis - NANTERRE,NANTERRE,Chevesne,CHE,7;;;;;;;;2018
2020;id_station;Station numero 6bis - NANTERRE;Station numero 6bis;NANTERRE;Chevesne;CHE;35;2020,id_station,Station numero 6bis - NANTERRE,NANTERRE,Chevesne,CHE,35;;;;;;;;2020
2019;id_station;Station numero 6bis - NANTERRE;Station numero 6bis;NANTERRE;Goujon;GOU;4;2019,id_station,Station numero 6bis - NANTERRE,NANTERRE,Goujon,GOU,4;;;;;;;;2019
2017;id_station;Station numero 6bis - NANTERRE;Station numero 6bis;NANTERRE;Perche commune;PER;47;2017,id_station,Station numero 6bis - NANTERRE,NANTERRE,Perche commune,PER,47;;;;;;;;2017
2020;id_station;Station Du port Le Grand au Pont de Saint Cloud - BOULOGNE BILLANCOURT;Station Du port Le Grand au Pont de Saint Cloud;BOULOGNE BILLANCOURT;Perche commune;PER;4;2020,id_station,Station Du port Le Grand au Pont de Saint Cloud - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Perche commune,PER,4;;;;;;;;2020
2020;id_station;Station Diffuseur Paul Bert - COLOMBES;Station Diffuseur Paul Bert;COLOMBES;Bouviere;BOU;2;2020,id_station,Station Diffuseur Paul Bert - COLOMBES,COLOMBES,Bouviere,BOU,2;;;;;;;;2020
2020;id_station;Station Diffuseur Paul Bert - COLOMBES;Station Diffuseur Paul Bert;COLOMBES;Goujon;GOU;2;2020,id_station,Station Diffuseur Paul Bert - COLOMBES,COLOMBES,Goujon,GOU,2;;;;;;;;2020
2020;id_station;Station Estacade des Mariniers - GENNEVILLIERS;Station Estacade des Mariniers;GENNEVILLIERS;Gardon;GAR;32;2020,id_station,Station Estacade des Mariniers - GENNEVILLIERS,GENNEVILLIERS,Gardon,GAR,32;;;;;;;;2020
2020;id_station;Station Estacade des Mariniers - GENNEVILLIERS;Station Estacade des Mariniers;GENNEVILLIERS;Perche commune;PER;7;2020,id_station,Station Estacade des Mariniers - GENNEVILLIERS,GENNEVILLIERS,Perche commune,PER,7;;;;;;;;2020
2022;id_station;Station Entre pont de Clichy et pont de Gennevilliers - CLICHY;Station Entre pont de Clichy et pont de Gennevilliers;CLICHY;Tanche;TAN;1;2022,id_station,Station Entre pont de Clichy et pont de Gennevilliers - CLICHY,CLICHY,Tanche,TAN,1;;;;;;;;2022
2014;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Ablette;ABL;55;2014,id_station,Station numero 1 - MEUDON,MEUDON,Ablette,ABL,55;;;;;;;;2014
2019;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Ablette;ABL;30;2019,id_station,Station numero 1 - MEUDON,MEUDON,Ablette,ABL,30;;;;;;;;2019
2015;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Barbeau fluviatile;BAF;7;2015,id_station,Station numero 1 - MEUDON,MEUDON,Barbeau fluviatile,BAF,7;;;;;;;;2015
2016;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Breme sp.;BRX;1;2016,id_station,Station numero 1 - MEUDON,MEUDON,Breme sp.,BRX,1;;;;;;;;2016
2022;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Breme sp.;BRX;2;2022,id_station,Station numero 1 - MEUDON,MEUDON,Breme sp.,BRX,2;;;;;;;;2022
2012;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Chevesne;CHE;13;2012,id_station,Station numero 1 - MEUDON,MEUDON,Chevesne,CHE,13;;;;;;;;2012
2013;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Chevesne;CHE;37;2013,id_station,Station numero 1 - MEUDON,MEUDON,Chevesne,CHE,37;;;;;;;;2013
2015;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Chevesne;CHE;7;2015,id_station,Station numero 1 - MEUDON,MEUDON,Chevesne,CHE,7;;;;;;;;2015
2016;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Chevesne;CHE;27;2016,id_station,Station numero 1 - MEUDON,MEUDON,Chevesne,CHE,27;;;;;;;;2016
2010;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Gardon;GAR;13;2010,id_station,Station numero 1 - MEUDON,MEUDON,Gardon,GAR,13;;;;;;;;2010
2022;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Goujon;GOU;2;2022,id_station,Station numero 1 - MEUDON,MEUDON,Goujon,GOU,2;;;;;;;;2022
2017;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Hotu;HOT;12;2017,id_station,Station numero 1 - MEUDON,MEUDON,Hotu,HOT,12;;;;;;;;2017
2019;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Perche commune;PER;2;2019,id_station,Station numero 1 - MEUDON,MEUDON,Perche commune,PER,2;;;;;;;;2019
2011;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Rotengle;ROT;3;2011,id_station,Station numero 1 - MEUDON,MEUDON,Rotengle,ROT,3;;;;;;;;2011
2020;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Rotengle;ROT;3;2020,id_station,Station numero 1 - MEUDON,MEUDON,Rotengle,ROT,3;;;;;;;;2020
2020;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Silure;SIL;1;2020,id_station,Station numero 1 - MEUDON,MEUDON,Silure,SIL,1;;;;;;;;2020
2014;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Vandoise;VAN;1;2014,id_station,Station numero 1 - MEUDON,MEUDON,Vandoise,VAN,1;;;;;;;;2014
2009;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Ablette;ABL;3;2009,id_station,Station numero 2 - SEVRES,SEVRES,Ablette,ABL,3;;;;;;;;2009
2011;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Ablette;ABL;1;2011,id_station,Station numero 2 - SEVRES,SEVRES,Ablette,ABL,1;;;;;;;;2011
2013;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Ablette;ABL;60;2013,id_station,Station numero 2 - SEVRES,SEVRES,Ablette,ABL,60;;;;;;;;2013
2011;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Barbeau fluviatile;BAF;4;2011,id_station,Station numero 2 - SEVRES,SEVRES,Barbeau fluviatile,BAF,4;;;;;;;;2011
2015;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Barbeau fluviatile;BAF;6;2015,id_station,Station numero 2 - SEVRES,SEVRES,Barbeau fluviatile,BAF,6;;;;;;;;2015
2018;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Bouviere;BOU;3;2018,id_station,Station numero 2 - SEVRES,SEVRES,Bouviere,BOU,3;;;;;;;;2018
2013;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Chabot;CHA;36;2013,id_station,Station numero 2 - SEVRES,SEVRES,Chabot,CHA,36;;;;;;;;2013
2018;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Chabot;CHA;12;2018,id_station,Station numero 2 - SEVRES,SEVRES,Chabot,CHA,12;;;;;;;;2018
2015;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Chevesne;CHE;39;2015,id_station,Station numero 2 - SEVRES,SEVRES,Chevesne,CHE,39;;;;;;;;2015
2019;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Chevesne;CHE;60;2019,id_station,Station numero 2 - SEVRES,SEVRES,Chevesne,CHE,60;;;;;;;;2019
2011;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Gardon;GAR;215;2011,id_station,Station numero 2 - SEVRES,SEVRES,Gardon,GAR,215;;;;;;;;2011
2019;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Gardon;GAR;100;2019,id_station,Station numero 2 - SEVRES,SEVRES,Gardon,GAR,100;;;;;;;;2019
2012;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Goujon;GOU;1;2012,id_station,Station numero 2 - SEVRES,SEVRES,Goujon,GOU,1;;;;;;;;2012
2011;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Hotu;HOT;29;2011,id_station,Station numero 2 - SEVRES,SEVRES,Hotu,HOT,29;;;;;;;;2011
2012;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Hotu;HOT;1;2012,id_station,Station numero 2 - SEVRES,SEVRES,Hotu,HOT,1;;;;;;;;2012
2015;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Hotu;HOT;33;2015,id_station,Station numero 2 - SEVRES,SEVRES,Hotu,HOT,33;;;;;;;;2015
2019;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Hotu;HOT;16;2019,id_station,Station numero 2 - SEVRES,SEVRES,Hotu,HOT,16;;;;;;;;2019
2015;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Perche commune;PER;9;2015,id_station,Station numero 2 - SEVRES,SEVRES,Perche commune,PER,9;;;;;;;;2015
2009;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Rotengle;ROT;11;2009,id_station,Station numero 2 - SEVRES,SEVRES,Rotengle,ROT,11;;;;;;;;2009
2013;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Rotengle;ROT;2;2013,id_station,Station numero 2 - SEVRES,SEVRES,Rotengle,ROT,2;;;;;;;;2013
2020;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Rotengle;ROT;4;2020,id_station,Station numero 2 - SEVRES,SEVRES,Rotengle,ROT,4;;;;;;;;2020
2015;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Vandoise;VAN;1;2015,id_station,Station numero 2 - SEVRES,SEVRES,Vandoise,VAN,1;;;;;;;;2015
2011;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Ablette;ABL;47;2011,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Ablette,ABL,47;;;;;;;;2011
2013;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Ablette;ABL;33;2013,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Ablette,ABL,33;;;;;;;;2013
2018;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Ablette;ABL;7;2018,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Ablette,ABL,7;;;;;;;;2018
2015;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Barbeau fluviatile;BAF;1;2015,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Barbeau fluviatile,BAF,1;;;;;;;;2015
2009;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Chabot;CHA;13;2009,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Chabot,CHA,13;;;;;;;;2009
2010;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Chabot;CHA;4;2010,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Chabot,CHA,4;;;;;;;;2010
2019;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Chabot;CHA;1;2019,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Chabot,CHA,1;;;;;;;;2019
2012;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Chevesne;CHE;2;2012,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Chevesne,CHE,2;;;;;;;;2012
2010;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Gardon;GAR;27;2010,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Gardon,GAR,27;;;;;;;;2010
2017;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Perche commune;PER;7;2017,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Perche commune,PER,7;;;;;;;;2017
2010;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Rotengle;ROT;13;2010,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Rotengle,ROT,13;;;;;;;;2010
2019;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Rotengle;ROT;1;2019,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Rotengle,ROT,1;;;;;;;;2019
2009;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Ablette;ABL;1;2009,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Ablette,ABL,1;;;;;;;;2009
2014;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Ablette;ABL;10;2014,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Ablette,ABL,10;;;;;;;;2014
2015;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Ablette;ABL;2;2015,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Ablette,ABL,2;;;;;;;;2015
2016;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Ablette;ABL;10;2016,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Ablette,ABL,10;;;;;;;;2016
2011;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Chevesne;CHE;14;2011,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Chevesne,CHE,14;;;;;;;;2011
2019;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Chevesne;CHE;19;2019,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Chevesne,CHE,19;;;;;;;;2019
2015;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Goujon;GOU;1;2015,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Goujon,GOU,1;;;;;;;;2015
2019;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Hotu;HOT;5;2019,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Hotu,HOT,5;;;;;;;;2019
2009;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Perche commune;PER;3;2009,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Perche commune,PER,3;;;;;;;;2009
2009;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Perche soleil;PES;3;2009,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Perche soleil,PES,3;;;;;;;;2009
2009;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Rotengle;ROT;7;2009,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Rotengle,ROT,7;;;;;;;;2009
2015;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Rotengle;ROT;1;2015,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Rotengle,ROT,1;;;;;;;;2015
2009;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Silure;SIL;2;2009,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Silure,SIL,2;;;;;;;;2009
2014;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Ablette;ABL;53;2014,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Ablette,ABL,53;;;;;;;;2014
2019;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Barbeau fluviatile;BAF;2;2019,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Barbeau fluviatile,BAF,2;;;;;;;;2019
2012;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Chabot;CHA;38;2012,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Chabot,CHA,38;;;;;;;;2012
2015;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Chabot;CHA;16;2015,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Chabot,CHA,16;;;;;;;;2015
2017;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Chabot;CHA;4;2017,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Chabot,CHA,4;;;;;;;;2017
2018;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Chabot;CHA;10;2018,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Chabot,CHA,10;;;;;;;;2018
2019;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Chabot;CHA;5;2019,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Chabot,CHA,5;;;;;;;;2019
2016;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Chevesne;CHE;15;2016,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Chevesne,CHE,15;;;;;;;;2016
2011;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Gardon;GAR;107;2011,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Gardon,GAR,107;;;;;;;;2011
2018;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Gardon;GAR;4;2018,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Gardon,GAR,4;;;;;;;;2018
2014;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Goujon;GOU;1;2014,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Goujon,GOU,1;;;;;;;;2014
2015;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Hotu;HOT;1;2015,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Hotu,HOT,1;;;;;;;;2015
2010;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Perche commune;PER;9;2010,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Perche commune,PER,9;;;;;;;;2010
2013;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Perche commune;PER;17;2013,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Perche commune,PER,17;;;;;;;;2013
